ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	time	external_gene_name	description	chromosome_name	start_position	end_position
220	ENSDARG00000077547	9.11395468815842	0.928010126464493	0.282193250695707	3.28856244497917	0.00100700442987226	0.0909803739985576	10	tmlhe	trimethyllysine hydroxylase, epsilon [Source:ZFIN;Acc:ZDB-GENE-091204-144]	21	43669943	43695816
221	ENSDARG00000077850	122.108821703774	0.547439330888804	0.152135602575826	3.59836436455401	0.000320224781259216	0.0454851240844276	10	lgals3a	lectin, galactoside binding soluble 3a [Source:ZFIN;Acc:ZDB-GENE-030131-7667]	13	36568635	36582341
222	ENSDARG00000078394	66.0543405784235	1.04188139365481	0.318576159319962	3.27043114550326	0.0010738368052993	0.0942088519075483	10	CABZ01059627.1		10	19569052	19570346
223	ENSDARG00000079062	60.3471238089733	0.623635482554097	0.17140570367298	3.6383589880061	0.000274380791590339	0.0412416096170292	10	samd1b	sterile alpha motif domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-090313-2]	1	55817653	55840105
224	ENSDARG00000079631	175.100272767892	-0.276298741792919	0.0788720580562597	-3.50312580401838	0.000459832231570297	0.0562476031916662	10	si:ch211-113e8.10	si:ch211-113e8.10 [Source:ZFIN;Acc:ZDB-GENE-090313-11]	1	40116572	40140424
225	ENSDARG00000079684	64.809612376692	0.55016618344093	0.162446555219427	3.38675192402686	0.000707253089032762	0.0746707514229379	10	taf6l	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor [Source:ZFIN;Acc:ZDB-GENE-030131-6789]	7	17953589	17970923
226	ENSDARG00000086288	21.6569654634633	0.570893636062422	0.168218349070879	3.39376553875152	0.000689386873618631	0.0733465045924131	10	scg3	secretogranin III [Source:ZFIN;Acc:ZDB-GENE-040426-1725]	18	39434589	39473055
227	ENSDARG00000086296	45.3383001810168	-0.62555596046865	0.177666856910915	-3.52094910297374	0.000430005144627244	0.0536163880784992	10	znf1137	zinc finger protein 1137 [Source:ZFIN;Acc:ZDB-GENE-071004-87]	4	44852270	44872722
228	ENSDARG00000086450	121.713251982665	-0.46180770246063	0.141354038679894	-3.26702870871929	0.00108682658414604	0.0947740295972413	10	tdg.2	thymine DNA glycosylase, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-131121-30]	25	18953575	18965502
229	ENSDARG00000086481	111.762574551787	0.646224954844807	0.168259919893819	3.8406351034317	0.000122716411730089	0.0250486921602544	10	mogat3a	monoacylglycerol O-acyltransferase 3a [Source:ZFIN;Acc:ZDB-GENE-080305-11]	23	44712588	44723102
230	ENSDARG00000086786	33.9351386678583	0.769820724440205	0.154730941932688	4.9752215996662	6.51730397351033e-07	0.000485380617010948	10	mfsd10	major facilitator superfamily domain containing 10 [Source:ZFIN;Acc:ZDB-GENE-050417-154]	5	66220601	66236676
231	ENSDARG00000086985	51.9319028921624	0.517802302232683	0.144734087349091	3.57761127123958	0.00034674862284228	0.0475373385623974	10	klc4	kinesin light chain 4 [Source:ZFIN;Acc:ZDB-GENE-050417-350]	22	38484447	38516940
232	ENSDARG00000087544	4.24113092321716	2.6899056933758	0.711423867104576	3.7810169404682	0.000156189044458046	0.028779599884848	10	BX510934.1		4	57505842	57523690
233	ENSDARG00000087697	34.2348314890477	1.24273172826546	0.216800087818407	5.73215509629487	9.91625329524271e-09	1.82168183869139e-05	10	lpl	lipoprotein lipase [Source:ZFIN;Acc:ZDB-GENE-990415-139]	22	15624371	15630421
234	ENSDARG00000088232	12.5491746415044	-1.1244983025727	0.27479401489792	-4.09214990723299	4.27392202651265e-05	0.0128013255828894	10	shisa2b	shisa family member 2b [Source:ZFIN;Acc:ZDB-GENE-170119-1]	24	21346796	21361501
235	ENSDARG00000089372	261.723795919104	-0.540779995788058	0.100805429913817	-5.36459192972436	8.11324307244654e-08	0.000101622057320153	10	clk4a	CDC-like kinase 4a [Source:ZFIN;Acc:ZDB-GENE-030131-576]	14	6933400	6943934
236	ENSDARG00000090062	21.1882696496663	0.705803688136425	0.210807173616377	3.34810090201595	0.000813673807692281	0.0792282524550124	10	rac3a	Rac family small GTPase 3a [Source:ZFIN;Acc:ZDB-GENE-040718-256]	3	36248851	36260102
237	ENSDARG00000090337	912.174854945855	-0.263795364462511	0.0806373585262182	-3.27137903924199	0.00107024361182294	0.0942088519075483	10	pprc1	peroxisome proliferator-activated receptor gamma, coactivator-related 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9858]	13	12007904	12021566
238	ENSDARG00000090366	26.1914323191682	1.39475513554718	0.422010187218874	3.30502717182937	0.000949671926293748	0.086082761845232	10	znf1065	zinc finger protein 1065 [Source:ZFIN;Acc:ZDB-GENE-071004-94]	4	33420247	33428994
239	ENSDARG00000091011	2.88793723032961	-2.06329949546313	0.615056249002526	-3.35465170674927	0.000794649670406865	0.078509581912568	10	NA	NA	NA	NA	NA
240	ENSDARG00000091243	32.8309550934512	-0.865978632762921	0.2441754088148	-3.54654318781028	0.000390320759592463	0.0509353346342663	10	znf975	zinc finger protein 975 [Source:ZFIN;Acc:ZDB-GENE-130531-22]	20	47196506	47202102
241	ENSDARG00000091511	10.699278955102	1.6681569076914	0.268201391299891	6.21979214800618	4.97813897242609e-10	1.37177597524173e-06	10	gpx7	glutathione peroxidase 7 [Source:ZFIN;Acc:ZDB-GENE-050522-419]	23	42219613	42232124
242	ENSDARG00000091679	20.9548243645665	-1.18772153465626	0.294736356910178	-4.02977612639158	5.58299990861902e-05	0.0160255359876985	10	FO704858.1		3	7245170	7254636
243	ENSDARG00000091792	4.01471210289273	1.3196455857442	0.404211101185559	3.26474355076755	0.00109563224744066	0.0952405117049678	10	akap12a	A kinase (PRKA) anchor protein 12a [Source:ZFIN;Acc:ZDB-GENE-110310-3]	17	7763630	7783588
244	ENSDARG00000091879	19.3942638879926	0.783672454522558	0.211468578817318	3.70585766881023	0.000210676591341496	0.0360584108758153	10	si:dkey-29d8.3	si:dkey-29d8.3 [Source:ZFIN;Acc:ZDB-GENE-070912-508]	2	21185903	21243018
245	ENSDARG00000092337	270.816508529711	-0.389682387214162	0.115619376950452	-3.37038995964454	0.000750618783892446	0.0767699430984033	10	CU467861.1	growth arrest specific 5 [Source:NCBI gene;Acc:101883732]	8	16609666	16613493
246	ENSDARG00000092659	353.48991172414	0.269138485700037	0.0604685344240842	4.45088488192036	8.5517177541219e-06	0.00395165446231503	10	ppp3r1a	protein phosphatase 3, regulatory subunit B, alpha a [Source:ZFIN;Acc:ZDB-GENE-081113-3]	13	1100197	1120773
247	ENSDARG00000092870	11.2141632075532	1.00837165228554	0.264176231746236	3.81704154692526	0.000135061433822341	0.0267752005065355	10	BX936337.1		9	30245637	30248034
248	ENSDARG00000093019	86.3483903034215	1.45761611263323	0.24160243610159	6.03311844099256	1.60825448887877e-09	3.69308839129528e-06	10	si:dkey-83k24.5	si:dkey-83k24.5 [Source:ZFIN;Acc:ZDB-GENE-081104-440]	8	8936912	8942454
249	ENSDARG00000093760	57.461683763499	0.654877183843647	0.175123700214101	3.73951203088453	0.00018437782405299	0.0323612440739121	10	si:ch211-197h24.9	si:ch211-197h24.9 [Source:ZFIN;Acc:ZDB-GENE-031116-15]	16	27603739	27609172
250	ENSDARG00000093997	61.7562816008435	0.680599489495276	0.204063845421228	3.33522818846418	0.000852294298920782	0.0815462487680629	10	si:dkey-9i23.15	si:dkey-9i23.15 [Source:ZFIN;Acc:ZDB-GENE-090313-361]	1	44925422	44928987
251	ENSDARG00000094093	1.24877736395743	2.47904754502272	0.760209103081847	3.26100744515264	0.00111017125288727	0.0954350022331019	10	CR450817.1		25	29167487	29169261
252	ENSDARG00000094469	61.7951584544444	-0.42724621180363	0.117349679663582	-3.64079572290662	0.000271796725194336	0.0412416096170292	10	wu:fc63a07	wu:fc63a07 [Source:ZFIN;Acc:ZDB-GENE-030131-3985]	23	33934228	33953106
253	ENSDARG00000095332	77.1441663089213	-0.467231214857749	0.143267712577271	-3.26124572279848	0.00110923869873341	0.0954350022331019	10	si:dkey-14d8.1	si:dkey-14d8.1 [Source:ZFIN;Acc:ZDB-GENE-041210-86]	4	5362909	5371639
254	ENSDARG00000095521	43.4349881443674	-0.586074027258068	0.170190947033836	-3.44362633543339	0.000573968365021935	0.0650875401915409	10	znf1090	zinc finger protein 1090 [Source:ZFIN;Acc:ZDB-GENE-110914-10]	4	33373100	33378493
255	ENSDARG00000095993	24.1000270448105	-0.882578028887524	0.213310999650723	-4.13751766356476	3.51083429658159e-05	0.0110920530681286	10	znf1073	zinc finger protein 1073 [Source:ZFIN;Acc:ZDB-GENE-110913-154]	4	43392655	43402114
256	ENSDARG00000096461	80.7193628812098	-0.634722072379177	0.162002355470992	-3.91798051660322	8.92939215707409e-05	0.021364493652806	10	CR382294.1		4	41212032	41226672
257	ENSDARG00000097122	15.0159996020918	0.886981231111673	0.245383191135467	3.61467803482107	0.000300721106294237	0.0436140568686526	10	AL772382.1		6	6376395	6386324
258	ENSDARG00000097203	5.35189223825324	1.60162135176154	0.462748794581626	3.46110323898213	0.00053796646262235	0.0626971367397834	10	si:ch211-176l24.4	si:ch211-176l24.4 [Source:ZFIN;Acc:ZDB-GENE-131126-55]	25	17848923	17852944
259	ENSDARG00000097289	4.32891979192549	1.21890637753093	0.3557134599126	3.42665238990511	0.000611070774270507	0.0670863197442155	10	BX629344.1		15	34881013	34885624
260	ENSDARG00000097406	38.43447797849	1.62033364228447	0.410777078776408	3.94455709922034	7.99476029657655e-05	0.0204447246991286	10	si:dkey-81e3.2	si:dkey-81e3.2 [Source:ZFIN;Acc:ZDB-GENE-131119-24]	25	21517551	21523943
261	ENSDARG00000097504	341.90138778315	-0.569329654452612	0.171109633628394	-3.3272799571826	0.000876982194833969	0.082362066416079	10	CR626907.3	alpha-2-macroglobulin-like [Source:NCBI gene;Acc:100006868]	15	21180094	21198286
262	ENSDARG00000097776	5.97015287614191	1.27553371874336	0.377955132714344	3.37482840776078	0.000738617293025941	0.0766183694265185	10	si:ch1073-80i24.3	si:ch1073-80i24.3 [Source:ZFIN;Acc:ZDB-GENE-131121-622]	17	48943204	48944465
263	ENSDARG00000098066	6.29718624277764	1.81247200023925	0.467145434162568	3.87988807701481	0.000104504541235037	0.0222327324360532	10	CU302323.1		4	71871289	71897913
264	ENSDARG00000098096	69.6755671904668	-0.45039972237897	0.108911297403453	-4.1354729317979	3.54224368556871e-05	0.0110920530681286	10	slc12a1	solute carrier family 12 (sodium/potassium/chloride transporter), member 1 [Source:ZFIN;Acc:ZDB-GENE-080130-3]	18	5273953	5300028
265	ENSDARG00000098270	27.8595853228609	-0.714687274869999	0.1992246604353	-3.58734342078149	0.000334064215739169	0.0464922905500431	10	znf1053	zinc finger protein 1053 [Source:ZFIN;Acc:ZDB-GENE-121214-1]	4	42556555	42564325
266	ENSDARG00000098280	285.812235304254	-0.204026917172237	0.0627329671144859	-3.25230778260326	0.00114471992267868	0.0970581605825653	10	rbm5	RNA binding motif protein 5 [Source:ZFIN;Acc:ZDB-GENE-030131-3022]	6	53263854	53282595
267	ENSDARG00000098286	12.8970210358467	0.874648212665414	0.254576006262136	3.43570560913266	0.000591012806640226	0.0658480787527944	10	CU695232.1	zinc transporter ZIP9-B-like [Source:NCBI gene;Acc:571446]	13	46803979	46818627
268	ENSDARG00000098378	108.409527417157	0.493304016723316	0.144901418661413	3.40441122854709	0.000663068483521466	0.0710820182411537	10	CU694197.1		7	73924257	73942078
269	ENSDARG00000098540	47.3604880011446	0.54371924485522	0.143725809870324	3.78303135216834	0.000154929890483634	0.028779599884848	10	zc3h7ba	zinc finger CCCH-type containing 7Ba [Source:ZFIN;Acc:ZDB-GENE-030131-4512]	3	4458390	4501026
270	ENSDARG00000098544	98.5889880602847	0.871316471952983	0.259736948140809	3.35461118716396	0.000794766063512048	0.078509581912568	10	ncdn	neurochondrin [Source:ZFIN;Acc:ZDB-GENE-061220-6]	19	47460748	47474725
271	ENSDARG00000098608	32.6529221872805	0.918939185377646	0.177738100894749	5.17018681279717	2.33860094819065e-07	0.000230151741886934	10	AL840638.1		11	6322998	6324302
272	ENSDARG00000098650	112.433867436776	-0.368495155790765	0.108941922124101	-3.38249177732513	0.000718314282443439	0.0752618569087886	10	iqgap3	IQ motif containing GTPase activating protein 3 [Source:ZFIN;Acc:ZDB-GENE-160226-1]	16	55208398	55259199
273	ENSDARG00000098679	200.118280856394	0.473604550678558	0.141964391610451	3.33607988106007	0.000849687453882924	0.0815462487680629	10	nup85	nucleoporin 85 [Source:ZFIN;Acc:ZDB-GENE-040801-145]	3	6443992	6488261
274	ENSDARG00000098733	61.1887171930687	0.67315200233656	0.186110771581362	3.61694273048714	0.000298103227076576	0.0436140568686526	10	pxdn	peroxidasin [Source:ZFIN;Acc:ZDB-GENE-140415-2]	17	51517750	51612088
275	ENSDARG00000098789	71.2060909121073	-0.787121531859999	0.227178556271835	-3.46477037611839	0.000530684388673889	0.0626971367397834	10	NA	NA	NA	NA	NA
276	ENSDARG00000098845	185.449467062368	-0.358790522438906	0.104330140891375	-3.4389920244857	0.000583884435464678	0.0656715081782231	10	lrp12	low density lipoprotein receptor-related protein 12 [Source:ZFIN;Acc:ZDB-GENE-060503-399]	19	13375838	13397295
277	ENSDARG00000098855	15.850328044927	0.760235953201029	0.208806486747137	3.64086367738982	0.000271724989992137	0.0412416096170292	10	oxsm	3-oxoacyl-ACP synthase, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-170215-2]	19	1406262	1411409
278	ENSDARG00000098946	183.077361827093	0.424957511558985	0.0886021527241257	4.79624364074026	1.61668627318114e-06	0.00101248652144953	10	pald1a	phosphatase domain containing paladin 1a [Source:ZFIN;Acc:ZDB-GENE-030804-26]	12	48094278	48199227
279	ENSDARG00000099009	13.4981478146183	1.01010831184977	0.241774015579141	4.17790269740185	2.94209460661533e-05	0.00977698925291452	10	si:dkey-50i6.6	si:dkey-50i6.6 [Source:ZFIN;Acc:ZDB-GENE-081104-420]	21	2235947	2238277
280	ENSDARG00000099247	43.8465553042322	0.652899363495378	0.150210167163976	4.34657237803779	1.38281435223191e-05	0.00552243946233371	10	si:dkey-68o6.5	si:dkey-68o6.5 [Source:ZFIN;Acc:ZDB-GENE-030131-5416]	3	24595922	24603705
281	ENSDARG00000099279	11.9934541067258	0.812072390376051	0.242782483488915	3.34485576844809	0.00082325369939916	0.0793202060861653	10	ift27	intraflagellar transport 27 homolog (Chlamydomonas) [Source:ZFIN;Acc:ZDB-GENE-041212-9]	KN149779.1	7696	14269
282	ENSDARG00000099284	6.49156898507118	2.77241691585289	0.526555579081912	5.26519331669946	1.40041916548982e-07	0.000160791460517656	10	si:dkey-228b2.6	si:dkey-228b2.6 [Source:ZFIN;Acc:ZDB-GENE-141216-225]	21	13147015	13149453
283	ENSDARG00000099403	27.5971365747697	1.23635250465413	0.370962972484831	3.3328191662166	0.000859708004486397	0.0816900474883695	10	NA	NA	NA	NA	NA
284	ENSDARG00000099519	84.6761255964123	0.516407150937283	0.132725459285808	3.8907919679921	9.99175701777362e-05	0.0222327324360532	10	zgc:66475	zgc:66475 [Source:ZFIN;Acc:ZDB-GENE-040426-1644]	2	13907452	13940917
285	ENSDARG00000099855	7.19757990624042	1.21453813506206	0.350852708798511	3.4616752403629	0.000536824506751937	0.0626971367397834	10	NA	NA	NA	NA	NA
286	ENSDARG00000099960	77.9309995500908	0.490348522124758	0.150426150815808	3.25972923900163	0.00111518619244661	0.0954350022331019	10	elovl1a	ELOVL fatty acid elongase 1a [Source:ZFIN;Acc:ZDB-GENE-041010-66]	2	19163965	19215112
287	ENSDARG00000100214	2.62399228746716	3.42815799698806	0.901414460687705	3.80308742148717	0.000142903898005594	0.027840661692003	10	si:dkey-247i3.6	si:dkey-247i3.6 [Source:ZFIN;Acc:ZDB-GENE-110913-83]	4	45321432	45337903
288	ENSDARG00000100262	34.6830634872885	-0.661109903833014	0.201900630627544	-3.27443208957875	0.00105874583746296	0.0941001510616959	10	BX936382.1		4	64530121	64542903
289	ENSDARG00000100329	6.29852940949724	2.97206236729387	0.760290968735533	3.90911176051034	9.26361029535327e-05	0.0217129954571065	10	znf1056	zinc finger protein 1056 [Source:ZFIN;Acc:ZDB-GENE-131122-90]	4	61904277	61920018
290	ENSDARG00000100531	21.9871534150835	0.908512089977098	0.216028352910348	4.20552245914745	2.60479718826449e-05	0.00886145571849585	10	abhd14b	abhydrolase domain containing 14B [Source:ZFIN;Acc:ZDB-GENE-040426-1342]	6	53429228	53435711
291	ENSDARG00000100555	17.1953822029791	0.866162384492443	0.195122755145888	4.4390639310358	9.0350977736124e-06	0.00401566377822037	10	aqp11	aquaporin 11 [Source:ZFIN;Acc:ZDB-GENE-080418-1]	18	3157911	3166726
292	ENSDARG00000100697	114.878419869906	0.526250701709087	0.119733034013451	4.39520058975509	1.10670510216343e-05	0.00462066148412356	10	FQ323156.1	uncharacterized LOC103908986 [Source:NCBI gene;Acc:103908986]	16	51192655	51214029
293	ENSDARG00000100836	45.4303424807763	0.634968719660319	0.184625683671413	3.439222035816	0.000583388540600091	0.0656715081782231	10	CR790380.1		6	25188023	25188783
294	ENSDARG00000100920	11.7750933419103	-1.73218870389038	0.527753526186437	-3.28219257274741	0.00103003234560674	0.0918562178496416	10	NA	NA	NA	NA	NA
295	ENSDARG00000101374	45.7468130684068	-0.961388631199177	0.277616370728554	-3.46301130828916	0.000534165945255282	0.0626971367397834	10	si:dkey-11n14.1	si:dkey-11n14.1 [Source:ZFIN;Acc:ZDB-GENE-060503-332]	4	30884012	31064584
296	ENSDARG00000101754	4.61153914768303	1.66750459572473	0.484082735036202	3.44466859699103	0.000571759935895404	0.0650875401915409	10	BX664622.1		KN149689.2	123981	174394
297	ENSDARG00000101840	8.95608256626264	-2.5080620791142	0.757187778386045	-3.31233830062625	0.000925195926518534	0.0849823298371491	10	NA	NA	NA	NA	NA
298	ENSDARG00000101974	50.7395237955491	-0.554373987731936	0.148087888607148	-3.7435471120977	0.000181440563369957	0.0320498472065547	10	NA	NA	NA	NA	NA
299	ENSDARG00000102819	6.78792486936385	1.66299239206716	0.495222348859985	3.3580721788817	0.000784881152298365	0.078509581912568	10	NA	NA	NA	NA	NA
300	ENSDARG00000102850	26.4598704280304	0.675295531886612	0.183828656804422	3.67350522832285	0.000239245779643908	0.0378227004332116	10	CU469577.1		7	67747252	67748015
301	ENSDARG00000102906	54.7379214937211	1.13459587121701	0.170235634669941	6.66485529552495	2.64926251622457e-11	1.04290111281549e-07	10	hibadha	3-hydroxyisobutyrate dehydrogenase a [Source:ZFIN;Acc:ZDB-GENE-040801-264]	19	19599528	19657539
302	ENSDARG00000103063	2.3262414593567	3.20392073453073	0.936340980066303	3.42174571308826	0.000622204757753833	0.0677686731409669	10	NA	NA	NA	NA	NA
303	ENSDARG00000103138	10.4042288955967	2.79087717175593	0.712444870830452	3.91732369201112	8.95374861643376e-05	0.021364493652806	10	NA	NA	NA	NA	NA
304	ENSDARG00000103157	40.4561917118228	-0.595071604819303	0.165599717117785	-3.5934337037306	0.000326348711582285	0.0458819647773544	10	NA	NA	NA	NA	NA
305	ENSDARG00000103222	231.582042612818	0.445397488333056	0.113529146348486	3.92319948364515	8.73807416090853e-05	0.0213085284582297	10	NA	NA	NA	NA	NA
306	ENSDARG00000103313	8.31220436861031	0.935157611566635	0.278313461754821	3.36008759932158	0.000779177625929518	0.0783613819712182	10	rhot1b	ras homolog family member T1 [Source:ZFIN;Acc:ZDB-GENE-061009-52]	6	18569453	18595105
307	ENSDARG00000103317	98.0161281397228	0.62612526735506	0.134910412970836	4.64104477606491	3.46651992184931e-06	0.00187300829346038	10	capn5a	calpain 5a [Source:ZFIN;Acc:ZDB-GENE-061103-214]	18	3475688	3527988
308	ENSDARG00000103405	18.4089589140691	-0.762474064372074	0.232154237298318	-3.28434265618119	0.00102220558002973	0.091454210919803	10	znf1102	zinc finger protein 1102 [Source:ZFIN;Acc:ZDB-GENE-071004-71]	4	37503994	37510877
309	ENSDARG00000103636	36.5028660981685	-0.585156548455776	0.173945137962705	-3.36402934459277	0.000768133755081424	0.0775336767583286	10	zgc:174703	zgc:174703 [Source:ZFIN;Acc:ZDB-GENE-080208-4]	4	57518790	57530817
310	ENSDARG00000103689	49.5486607699105	-0.833453505509047	0.184057637307799	-4.52822016896407	5.94825867354489e-06	0.00292696814300362	10	znf1148	zinc finger protein 1148 [Source:ZFIN;Acc:ZDB-GENE-141219-26]	4	42152636	42171503
311	ENSDARG00000103723	13.9216101537373	2.34895193776432	0.638412618652053	3.67936326622727	0.000233817012003798	0.0378227004332116	10	NA	NA	NA	NA	NA
312	ENSDARG00000103751	44.2180452635025	-0.671885868489202	0.190320108713822	-3.53029363544287	0.000415098696162432	0.052469998492899	10	si:dkey-262g12.14	si:dkey-262g12.14 [Source:ZFIN;Acc:ZDB-GENE-161017-17]	4	73711227	73756761
313	ENSDARG00000103840	17.4336359519968	1.09888363424603	0.254191496872914	4.32305426328021	1.53883865313807e-05	0.00592208134702057	10	lrrc8db	leucine rich repeat containing 8 VRAC subunit Db [Source:ZFIN;Acc:ZDB-GENE-061013-487]	6	25167250	25189739
314	ENSDARG00000103845	38.8391328556085	-0.699698653290828	0.190574229657255	-3.67152817329618	0.000241104493695388	0.0378227004332116	10	zgc:55733	zgc:55733 [Source:ZFIN;Acc:ZDB-GENE-040426-791]	7	4085115	4125067
315	ENSDARG00000103915	67.8621978650078	-0.379011571821483	0.11194762076503	-3.38561524783989	0.000710188810473695	0.074694514738218	10	ero1b	endoplasmic reticulum oxidoreductase beta [Source:ZFIN;Acc:ZDB-GENE-060929-744]	11	44502410	44524932
316	ENSDARG00000103991	30.4445916103174	0.814710719000419	0.229803981862018	3.54524195968718	0.000392252837769237	0.0509353346342663	10	sec14l1	SEC14-like lipid binding 1 [Source:ZFIN;Acc:ZDB-GENE-040426-801]	KN149880.1	51895	63327
317	ENSDARG00000104251	84.2700935937675	-0.53536113878657	0.151232954895004	-3.53997671445522	0.000400162337484813	0.0514382410955838	10	prdm10	PR domain containing 10 [Source:ZFIN;Acc:ZDB-GENE-050419-74]	18	44320014	44359726
318	ENSDARG00000104312	4.93655743754284	1.46986321997277	0.425035730705028	3.4582109544876	0.000543775418297512	0.0626971367397834	10	CT573342.2	POU class 2 associating factor 1 [Source:NCBI gene;Acc:103908823]	15	17788715	17813680
319	ENSDARG00000104491	67.973628012359	0.44624604878817	0.137111963949591	3.25461058199291	0.0011354794482678	0.0965718261619369	10	ampd2a	adenosine monophosphate deaminase 2a [Source:ZFIN;Acc:ZDB-GENE-091204-4]	22	1205787	1245226
320	ENSDARG00000104687	259.655255412039	1.23564160637536	0.236639923213921	5.22161091667676	1.7737333891098e-07	0.000187988451039653	10	slc16a9b	solute carrier family 16, member 9b [Source:ZFIN;Acc:ZDB-GENE-040801-69]	12	7589193	7607114
321	ENSDARG00000104734	155.504608465394	0.358514410553703	0.101512773762066	3.53171721417068	0.000412870618516074	0.0524288606628062	10	kat2a	K(lysine) acetyltransferase 2A [Source:ZFIN;Acc:ZDB-GENE-080403-11]	3	17653784	17680114
322	ENSDARG00000104825	103.366791506926	0.923337384450423	0.124287145286271	7.42906583238114	1.09367307834564e-13	7.53431383672309e-10	10	trim35-7	tripartite motif containing 35-7 [Source:ZFIN;Acc:ZDB-GENE-050522-333]	3	5420406	5433392
323	ENSDARG00000104917	3.80461140654899	1.93094273348819	0.573044242851634	3.36962242894067	0.000752712449712609	0.0767699430984033	10	NA	NA	NA	NA	NA
324	ENSDARG00000104944	23.2247825881907	-2.71165426871182	0.803581322337062	-3.37446154276644	0.000739602491923861	0.0766183694265185	10	NA	NA	NA	NA	NA
325	ENSDARG00000105223	8.37515775217315	1.50571102009321	0.446959302211279	3.36878774564906	0.000754995448529079	0.0767699430984033	10	pmp22a	peripheral myelin protein 22a [Source:ZFIN;Acc:ZDB-GENE-030131-6757]	3	50861176	50865079
326	ENSDARG00000105479	162.220028210704	-0.296482280892306	0.0857330016135148	-3.45820483725568	0.000543787766033105	0.0626971367397834	10	si:ch211-126c2.4	si:ch211-126c2.4 [Source:ZFIN;Acc:ZDB-GENE-030131-3087]	14	30898255	30918662
327	ENSDARG00000105526	4.71490092902751	1.50002028611601	0.444821037405379	3.3721882734359	0.000745734514989377	0.0767699430984033	10	CR318601.1		7	38573917	38577255
328	ENSDARG00000105727	19.0729680591538	0.898053849942051	0.204938302650926	4.38206932684378	1.17557386938792e-05	0.00483494232012741	10	CABZ01069022.2		4	73869433	73891640
